smiles	idnumber	name	mw	logp	hba	hbd	rotb	tpsa	fsp3	hac
CN1C(N)=NN=C1SCC1CCCCCC1	IMED1641118753	5-[(cycloheptylmethyl)sulfanyl]-4-methyl-4H-1,2,4-triazol-3-amine	240.376	2.46	5	1	3	56.73	0.818	16
NC(=O)CN1CCN(CC1)C1=NC(N)=NS1	IMED1376943804	2-[4-(3-amino-1,2,4-thiadiazol-5-yl)piperazin-1-yl]acetamide	242.308	-1.272	7	2	3	101.37	0.625	16
NC1=C(C=NC(=N1)N1CCSCC1)[N+]([O-])=O	IMED645820857	5-nitro-2-(thiomorpholin-4-yl)pyrimidin-4-amine	241.276	0.52	7	1	2	98.18	0.5	16
NC1=NN=C(CNC(=O)C2CCCCC2)O1	IMED1752356471	N-[(5-amino-1,3,4-oxadiazol-2-yl)methyl]cyclohexanecarboxamide	224.264	0.848	5	2	3	94.04	0.7	16
NC1=NN=C(CNC(=O)C2CCCCS2)O1	IMED2074290178	N-[(5-amino-1,3,4-oxadiazol-2-yl)methyl]thiane-2-carboxamide	242.304	0.554	6	2	3	94.04	0.667	16
NC1=C(N=CC=N1)C(=O)N1CCC11CCC1	IMED1310998475	3-{1-azaspiro[3.3]heptane-1-carbonyl}pyrazin-2-amine	218.26	0.827	4	1	1	72.11	0.545	16
NC1=C(N=CC=N1)C(=O)N1CCC=C(F)C1	IMED1613966680	3-(5-fluoro-1,2,3,6-tetrahydropyridine-1-carbonyl)pyrazin-2-amine	222.223	0.758	4	1	1	72.11	0.3	16
NC1=C(N=CC=N1)C(=O)N1CCCSCC1	IMED845440429	3-(1,4-thiazepane-4-carbonyl)pyrazin-2-amine	238.316	0.638	5	1	1	72.11	0.5	16
NC1=C(N=CC=N1)C(=O)NC1(CCC1)C#N	IMED1207575421	3-amino-N-(1-cyanocyclobutyl)pyrazine-2-carboxamide	217.232	0.235	5	2	2	104.69	0.4	16
NC1=NN=C(SC2CCN(C3CC3)C2=O)S1	IMED1340740897	3-[(5-amino-1,3,4-thiadiazol-2-yl)sulfanyl]-1-cyclopropylpyrrolidin-2-one	256.356	0.976	6	1	3	72.11	0.667	16
NC1=C(N=CC=N1)C(=O)NC1CCCOC1	IMED1141719370	3-amino-N-(oxan-3-yl)pyrazine-2-carboxamide	222.248	-0.032	5	2	2	90.13	0.5	16
NC1=C(N=CC=N1)C(=O)NC1CCOCC1	IMED757588117	3-amino-N-(oxan-4-yl)pyrazine-2-carboxamide	222.248	-0.032	5	2	2	90.13	0.5	16
NC1=NN=C(SCC2CCOC2)N1C1CC1	IMED441335871	4-cyclopropyl-5-{[(oxolan-3-yl)methyl]sulfanyl}-4H-1,2,4-triazol-3-amine	240.332	1.324	6	1	4	65.96	0.8	16
CC1CCC(C)N1C(=O)C1=C(N)N=CC=N1	IMED1410866479	3-(2,5-dimethylpyrrolidine-1-carbonyl)pyrazin-2-amine	220.276	1.072	4	1	1	72.11	0.545	16
NC1=C(Cl)C(=NC=N1)N1CCC(CC1)C=C	IMED1874205624	5-chloro-6-(4-ethenylpiperidin-1-yl)pyrimidin-4-amine	238.722	2.115	4	1	2	55.04	0.455	16
CC(C)(C)C1=NN=C(NCC2(O)CCC2)S1	IMED1422209965	1-{[(5-tert-butyl-1,3,4-thiadiazol-2-yl)amino]methyl}cyclobutan-1-ol	241.36	2.162	5	2	3	58.04	0.818	16
C(NC1=NN=C(O1)C1CC1)C1CCCCC1	IMED1883190211	N-(cyclohexylmethyl)-5-cyclopropyl-1,3,4-oxadiazol-2-amine	221.304	2.939	4	1	4	50.95	0.833	16
C(NC1=NN=C(O1)C1CC1)C1COCCO1	IMED1883248494	5-cyclopropyl-N-[(1,4-dioxan-2-yl)methyl]-1,3,4-oxadiazol-2-amine	225.248	0.774	6	1	4	69.41	0.8	16
CC#CCNC1CCCCC1NS(C)(=O)=O	IMED1912558447	N-{2-[(but-2-yn-1-yl)amino]cyclohexyl}methanesulfonamide	244.36	0.46	3	2	4	58.2	0.818	16
CC(C)(C)N1N=CN=C1CNC1CCOC1	IMED2001733071	N-[(1-tert-butyl-1H-1,2,4-triazol-5-yl)methyl]oxolan-3-amine	224.308	0.912	5	1	3	51.97	0.818	16
CC(C)CNC1(CCCC1)C1=NOC(C)=N1	IMED991249499	1-(5-methyl-1,2,4-oxadiazol-3-yl)-N-(2-methylpropyl)cyclopentan-1-amine	223.32	2.393	4	1	4	50.95	0.833	16
NC1=NC2=C(C=C1)C(=NC=N2)N1CCCC1	IMED1478533370	4-(pyrrolidin-1-yl)pyrido[2,3-d]pyrimidin-7-amine	215.26	1.207	5	1	1	67.93	0.364	16
CC(C)(C)C(O)CNC1CCCC(C1)C#N	IMED1695649348	3-[(2-hydroxy-3,3-dimethylbutyl)amino]cyclohexane-1-carbonitrile	224.348	2.065	3	2	3	56.05	0.923	16
CC(C)(C)C(O)CNC1CCCC1(C)CO	IMED2149530864	1-{[2-(hydroxymethyl)-2-methylcyclopentyl]amino}-3,3-dimethylbutan-2-ol	229.364	1.534	3	3	4	52.49	1.0	16
CC(C)CNC1CCCCC1NS(C)(=O)=O	IMED1695595496	N-{2-[(2-methylpropyl)amino]cyclohexyl}methanesulfonamide	248.392	1.092	3	2	5	58.2	1.0	16
CC(=C)CNC1CCCCC1NS(C)(=O)=O	IMED1912559365	N-{2-[(2-methylprop-2-en-1-yl)amino]cyclohexyl}methanesulfonamide	246.376	1.013	3	2	5	58.2	0.818	16
CC(C)N1CC(CC1=O)NC1=NC(C)=NS1	IMED1270187474	4-[(3-methyl-1,2,4-thiadiazol-5-yl)amino]-1-(propan-2-yl)pyrrolidin-2-one	240.332	1.268	5	1	3	58.12	0.7	16
CC(C)NC(=O)CNC1C(C)CCNC1=O	IMED1994455260	2-[(4-methyl-2-oxopiperidin-3-yl)amino]-N-(propan-2-yl)acetamide	227.308	-0.375	3	3	4	70.23	0.818	16
COC1=NC=NC(NC2CCCOCC2)=C1	IMED1724695391	6-methoxy-N-(oxepan-4-yl)pyrimidin-4-amine	223.276	1.466	5	1	3	56.27	0.636	16
CC(C)(CNC1CCC11CCCC1)C(N)=O	IMED1829988325	2,2-dimethyl-3-({spiro[3.4]octan-1-yl}amino)propanamide	224.348	1.81	2	2	4	55.12	0.923	16
CC(=O)N1CCC(C1)NC1=NC(C)=NC=C1	IMED1420020362	1-{3-[(2-methylpyrimidin-4-yl)amino]pyrrolidin-1-yl}ethan-1-one	220.276	0.818	4	1	2	58.12	0.545	16
CC(=O)N1CCC(C1)NC1=NC=NC(C)=C1	IMED1420018996	1-{3-[(6-methylpyrimidin-4-yl)amino]pyrrolidin-1-yl}ethan-1-one	220.276	0.818	4	1	2	58.12	0.545	16
CC(=O)N1CCC(C1)NC1=NC=C(Br)C=N1	IMED1420019364	1-{3-[(5-bromopyrimidin-2-yl)amino]pyrrolidin-1-yl}ethan-1-one	285.145	1.272	4	1	2	58.12	0.5	16
NC1=C(C=C(Cl)C=N1)S(=O)(=O)N1CCCO1	IMED1648129953	5-chloro-3-(1,2-oxazolidine-2-sulfonyl)pyridin-2-amine	263.706	0.643	5	1	2	85.52	0.375	16
CC(=O)N1CCC(C1)NC1=NC=C(Cl)C=N1	IMED1420017781	1-{3-[(5-chloropyrimidin-2-yl)amino]pyrrolidin-1-yl}ethan-1-one	240.694	1.163	4	1	2	58.12	0.5	16
CC(=O)N1CCC(C1)NC1=NC(C)=CC=N1	IMED1420018110	1-{3-[(4-methylpyrimidin-2-yl)amino]pyrrolidin-1-yl}ethan-1-one	220.276	0.818	4	1	2	58.12	0.545	16
CC(=O)N1CCC(C1)NC1=C(Br)C=NC=N1	IMED1439471483	1-{3-[(5-bromopyrimidin-4-yl)amino]pyrrolidin-1-yl}ethan-1-one	285.145	1.272	4	1	2	58.12	0.5	16
CC(=O)N1CCC(C1)NC1=NC=C(F)C=N1	IMED1481228144	1-{3-[(5-fluoropyrimidin-2-yl)amino]pyrrolidin-1-yl}ethan-1-one	224.239	0.648	4	1	2	58.12	0.5	16
CC(=O)N1CCC(CC1)NC1=NN=CC=C1	IMED1139345797	1-{4-[(pyridazin-3-yl)amino]piperidin-1-yl}ethan-1-one	220.276	0.899	4	1	2	58.12	0.545	16
CC(=O)N1CCC(CC1)NC1=NC=CN=C1	IMED94917976	1-{4-[(pyrazin-2-yl)amino]piperidin-1-yl}ethan-1-one	220.276	0.899	4	1	2	58.12	0.545	16
NC1=C(N=CC=N1)C(=O)NC1CCSCC1	IMED984778743	3-amino-N-(thian-4-yl)pyrazine-2-carboxamide	238.316	0.684	5	2	2	80.9	0.5	16
NC1=C(Cl)C(=NC=N1)N1CC(O)CC1CO	IMED1874306336	1-(6-amino-5-chloropyrimidin-4-yl)-5-(hydroxymethyl)pyrrolidin-3-ol	244.682	-0.356	6	3	2	95.5	0.556	16
CC(C)(C)C1=NN=C(NC2(CO)CCC2)S1	IMED1587328807	{1-[(5-tert-butyl-1,3,4-thiadiazol-2-yl)amino]cyclobutyl}methanol	241.36	2.162	5	2	3	58.04	0.818	16
NC1=C(Cl)C(=NC=N1)N1CCCCC1C=C	IMED1900890672	5-chloro-6-(2-ethenylpiperidin-1-yl)pyrimidin-4-amine	238.722	2.257	4	1	2	55.04	0.455	16
CC(C)(C)C1=NN=C(NC2CNC(=O)C2)S1	IMED1900706891	4-[(5-tert-butyl-1,3,4-thiadiazol-2-yl)amino]pyrrolidin-2-one	240.332	1.136	5	2	2	66.91	0.7	16
CC(C)C1=NC(CNC2CCCC2C)=NO1	IMED1912509742	2-methyl-N-{[5-(propan-2-yl)-1,2,4-oxadiazol-3-yl]methyl}cyclopentan-1-amine	223.32	2.471	4	1	4	50.95	0.833	16
CC(C)C1=NC(CNC2CCCC2C)=NN1	IMED2207131449	2-methyl-N-{[5-(propan-2-yl)-1H-1,2,4-triazol-3-yl]methyl}cyclopentan-1-amine	222.336	2.206	3	2	4	53.6	0.833	16
CC(N1CCCC(C1)C1=NC=CS1)C(O)=O	IMED1218313970	2-[3-(1,3-thiazol-2-yl)piperidin-1-yl]propanoic acid	240.328	1.796	4	1	3	53.43	0.636	16
CN(CC(O)=O)C(=O)C1CCN(C1)C(C)=O	IMED1454908576	2-[1-(1-acetylpyrrolidin-3-yl)-N-methylformamido]acetic acid	228.248	-0.602	3	1	3	77.92	0.7	16
CC(CNC1=NC(C)=NS1)N1CCOCC1	IMED1270182292	3-methyl-N-[2-(morpholin-4-yl)propyl]-1,2,4-thiadiazol-5-amine	242.348	0.979	6	1	4	50.28	0.8	16
CC1=NSC(NC2CCCOCC2)=C1C#N	IMED2092281838	3-methyl-5-[(oxepan-4-yl)amino]-1,2-thiazole-4-carbonitrile	237.328	2.304	5	1	2	57.94	0.636	16
CC(CO)NC1=C2CCCCC2=NC(C)=N1	IMED1642120281	2-[(2-methyl-5,6,7,8-tetrahydroquinazolin-4-yl)amino]propan-1-ol	221.304	1.457	4	2	3	58.04	0.667	16
CC(C)C1=NN=C(NC2CCCCC2O)S1	IMED1422207470	2-{[5-(propan-2-yl)-1,3,4-thiadiazol-2-yl]amino}cyclohexan-1-ol	241.36	2.377	5	2	3	58.04	0.818	16
CC(C)C1=NN=C(NC2CC(O)C2(C)C)S1	IMED1744028099	2,2-dimethyl-3-{[5-(propan-2-yl)-1,3,4-thiadiazol-2-yl]amino}cyclobutan-1-ol	241.36	2.233	5	2	3	58.04	0.818	16
CC(C)C1=NN=C(NC2CCCNC2=O)S1	IMED1863829576	3-{[5-(propan-2-yl)-1,3,4-thiadiazol-2-yl]amino}piperidin-2-one	240.332	1.352	5	2	3	66.91	0.7	16
CC(C)C1=NN=C(NCC2(O)CCOC2)S1	IMED1514213962	3-({[5-(propan-2-yl)-1,3,4-thiadiazol-2-yl]amino}methyl)oxolan-3-ol	243.332	1.225	6	2	4	67.27	0.8	16
CC(C)C1=NN=C(NCC2CCCC2O)S1	IMED1462157164	2-({[5-(propan-2-yl)-1,3,4-thiadiazol-2-yl]amino}methyl)cyclopentan-1-ol	241.36	2.234	5	2	4	58.04	0.818	16
CC(C)C1=NN=C(NCC2COCCO2)S1	IMED1462058393	N-[(1,4-dioxan-2-yl)methyl]-5-(propan-2-yl)-1,3,4-thiadiazol-2-amine	243.332	1.489	6	1	4	56.27	0.8	16
CC(C)N1N=NN=C1CNC1CCCC1C	IMED1912507956	2-methyl-N-{[1-(propan-2-yl)-1H-1,2,3,4-tetrazol-5-yl]methyl}cyclopentan-1-amine	223.324	1.532	5	1	4	55.63	0.909	16
CC(C)C1=NN=C(NC2CN(C)C(=O)C2)S1	IMED1900610554	1-methyl-4-{[5-(propan-2-yl)-1,3,4-thiadiazol-2-yl]amino}pyrrolidin-2-one	240.332	1.304	5	1	3	58.12	0.7	16
CC(C)C1=NOC(CNC2CCCC2C)=N1	IMED1912510064	2-methyl-N-{[3-(propan-2-yl)-1,2,4-oxadiazol-5-yl]methyl}cyclopentan-1-amine	223.32	2.471	4	1	4	50.95	0.833	16
CC(C)C1=NC(NC2CCS(=O)C2)=CC=N1	IMED1426044541	3-{[2-(propan-2-yl)pyrimidin-4-yl]amino}-1lambda4-thiolan-1-one	239.344	1.533	4	1	3	54.88	0.636	16
CC(=O)N1CCC(C1)NC1=NC=C(C)C=N1	IMED1527007868	1-{3-[(5-methylpyrimidin-2-yl)amino]pyrrolidin-1-yl}ethan-1-one	220.276	0.818	4	1	2	58.12	0.545	16
CC(CS(C)(=O)=O)NC1CC2OCCCC12	IMED1747469204	N-(1-methanesulfonylpropan-2-yl)-2-oxabicyclo[4.2.0]octan-7-amine	247.36	0.577	4	1	4	55.4	1.0	16
CC(NCC1(O)CCOC1)C1CCCOC1	IMED1630946374	3-({[1-(oxan-3-yl)ethyl]amino}methyl)oxolan-3-ol	229.32	0.542	4	2	4	50.72	1.0	16
CC(NC(C)C1=NN=C(C)O1)C1CCCO1	IMED1667496234	[1-(5-methyl-1,3,4-oxadiazol-2-yl)ethyl][1-(oxolan-2-yl)ethyl]amine	225.292	1.596	5	1	4	60.18	0.818	16
CC(NC(C)C1=NN=C(C)O1)C1CCCC1	IMED1667940422	(1-cyclopentylethyl)[1-(5-methyl-1,3,4-oxadiazol-2-yl)ethyl]amine	223.32	2.607	4	1	4	50.95	0.833	16
CC(NC(C)C1=NN=NN1C)C1CCCC1	IMED1817519998	(1-cyclopentylethyl)[1-(1-methyl-1H-1,2,3,4-tetrazol-5-yl)ethyl]amine	223.324	1.439	5	1	4	55.63	0.909	16
CC(NC(C)C1=NN=NN1C)C1CCCO1	IMED1817516794	[1-(1-methyl-1H-1,2,3,4-tetrazol-5-yl)ethyl][1-(oxolan-2-yl)ethyl]amine	225.296	0.428	6	1	4	64.86	0.9	16
CC(NC1CCCC1(C)C)C1=NN=NN1C	IMED1855882479	2,2-dimethyl-N-[1-(1-methyl-1H-1,2,3,4-tetrazol-5-yl)ethyl]cyclopentan-1-amine	223.324	1.439	5	1	3	55.63	0.909	16
CC(C)C1=NN=C(NCC2CCC(O)C2)S1	IMED1829029126	3-({[5-(propan-2-yl)-1,3,4-thiadiazol-2-yl]amino}methyl)cyclopentan-1-ol	241.36	2.234	5	2	4	58.04	0.818	16
CC(C)C1=NN=C(NCC2(O)CCSC2)S1	IMED1863917527	3-({[5-(propan-2-yl)-1,3,4-thiadiazol-2-yl]amino}methyl)thiolan-3-ol	259.4	1.941	6	2	4	58.04	0.8	16
CC(NC1CCCC1(C)CO)C(=O)N(C)C	IMED1824206023	2-{[2-(hydroxymethyl)-2-methylcyclopentyl]amino}-N,N-dimethylpropanamide	228.336	0.604	3	2	4	52.57	0.917	16
CC(NC1CCCC1C#N)C(=O)NC(N)=O	IMED2161435934	{2-[(2-cyanocyclopentyl)amino]propanoyl}urea	224.264	-0.148	4	3	3	108.01	0.7	16
CC(NC1CCCC1C#N)C1=NN=C(C)O1	IMED2161436017	2-{[1-(5-methyl-1,3,4-oxadiazol-2-yl)ethyl]amino}cyclopentane-1-carbonitrile	220.276	1.721	5	1	3	74.74	0.727	16
CC(NC1CCCC1C#N)C1=NN=NN1C	IMED2161434867	2-{[1-(1-methyl-1H-1,2,3,4-tetrazol-5-yl)ethyl]amino}cyclopentane-1-carbonitrile	220.28	0.553	6	1	3	79.42	0.8	16
CC(=O)N1CCC(CC1)NC1=NC(C)=NS1	IMED1272230828	1-{4-[(3-methyl-1,2,4-thiadiazol-5-yl)amino]piperidin-1-yl}ethan-1-one	240.332	1.269	5	1	2	58.12	0.7	16
CC(NC1CCC(=O)N(C)C1)C1=NC=CN1	IMED1908402719	5-{[1-(1H-imidazol-2-yl)ethyl]amino}-1-methylpiperidin-2-one	222.292	0.681	3	2	3	61.02	0.636	16
CC(NC1CCNC1=O)C1=C(C)N(C)N=C1	IMED1667530354	3-{[1-(1,5-dimethyl-1H-pyrazol-4-yl)ethyl]amino}pyrrolidin-2-one	222.292	0.268	4	2	3	58.95	0.636	16
CC(N)C(C)C(=O)NCC1CCCNC1	IMED2362435494	3-amino-2-methyl-N-[(piperidin-3-yl)methyl]butanamide	213.325	0.086	3	3	4	67.15	0.909	15
CC(NC1CCCC1C)C1=NNC(=O)C=C1	IMED2072066981	6-{1-[(2-methylcyclopentyl)amino]ethyl}-2,3-dihydropyridazin-3-one	221.304	1.609	3	2	3	57.78	0.667	16
CC(NCCNS(=O)(=O)N(C)C)C1CCC1	IMED2193930535	({2-[(1-cyclobutylethyl)amino]ethyl}sulfamoyl)dimethylamine	249.38	0.161	3	2	7	61.44	1.0	16
CC1(C)C(NC2CCNC2=O)C2CCOC12	IMED1460318117	3-({7,7-dimethyl-2-oxabicyclo[3.2.0]heptan-6-yl}amino)pyrrolidin-2-one	224.304	0.278	3	2	2	50.36	0.917	16
CC1(CO)CCCC1NCC(=O)N1CCC1	IMED1855893490	1-(azetidin-1-yl)-2-{[2-(hydroxymethyl)-2-methylcyclopentyl]amino}ethan-1-one	226.32	0.359	3	2	4	52.57	0.917	16
CC(C)C1=NN=C(CNC2CCCC2C)O1	IMED1912508942	2-methyl-N-{[5-(propan-2-yl)-1,3,4-oxadiazol-2-yl]methyl}cyclopentan-1-amine	223.32	2.471	4	1	4	50.95	0.833	16
CC1CCNC(=O)C1NCCNS(C)(=O)=O	IMED1994453745	N-{2-[(4-methyl-2-oxopiperidin-3-yl)amino]ethyl}methanesulfonamide	249.336	-1.35	4	3	5	87.3	0.889	16
CC1(CO)CCCC1NCCNS(C)(=O)=O	IMED1824205565	N-(2-{[2-(hydroxymethyl)-2-methylcyclopentyl]amino}ethyl)methanesulfonamide	250.364	-0.324	4	3	6	78.43	1.0	16
CC1CCNC(=O)C1NCC1=NN=C(C)S1	IMED1994457058	4-methyl-3-{[(5-methyl-1,3,4-thiadiazol-2-yl)methyl]amino}piperidin-2-one	240.332	0.461	5	2	3	66.91	0.7	16
CC1(CO)CCCC1NC1=NC=C(F)C=N1	IMED1481221879	{2-[(5-fluoropyrimidin-2-yl)amino]-1-methylcyclopentyl}methanol	225.267	1.579	4	2	3	58.04	0.636	16
CC1(CO)CCCC1NC1=NC=C(Cl)C=N1	IMED1333251226	{2-[(5-chloropyrimidin-2-yl)amino]-1-methylcyclopentyl}methanol	241.722	2.093	4	2	3	58.04	0.636	16
CC(C)C1=NC=NC(NC2CCS(=O)C2)=C1	IMED1426043750	3-{[6-(propan-2-yl)pyrimidin-4-yl]amino}-1lambda4-thiolan-1-one	239.344	1.533	4	1	3	54.88	0.636	16
CC1(CO)CCCC1NC1=C(Br)C=NC=N1	IMED1422214107	{2-[(5-bromopyrimidin-4-yl)amino]-1-methylcyclopentyl}methanol	286.173	2.202	4	2	3	58.04	0.636	16
CC1CCCC(NCC2=NN=NN2C)C1C	IMED1731988163	2,3-dimethyl-N-[(1-methyl-1H-1,2,3,4-tetrazol-5-yl)methyl]cyclohexan-1-amine	223.324	1.124	5	1	3	55.63	0.909	16
CC1CCNC(=O)C1NC1=NC=NC(C)=C1	IMED1994256406	4-methyl-3-[(6-methylpyrimidin-4-yl)amino]piperidin-2-one	220.276	0.722	4	2	2	66.91	0.545	16
CC1(C)CN(CCN1)C(=O)C1=NC=CN=C1	IMED1330224675	2-(3,3-dimethylpiperazine-1-carbonyl)pyrazine	220.276	0.301	4	1	1	58.12	0.545	16
CC1CC(C)(C)CC(CO)(C1)NCC(N)=O	IMED1317984725	2-{[1-(hydroxymethyl)-3,3,5-trimethylcyclohexyl]amino}acetamide	228.336	0.639	3	3	4	75.35	0.917	16
CC1CCNC(=O)C1NCC(=O)NC1CC1	IMED1994450940	N-cyclopropyl-2-[(4-methyl-2-oxopiperidin-3-yl)amino]acetamide	225.292	-0.621	3	3	4	70.23	0.818	16
CC1CCNC(=O)C1NCC(O)C(C)(C)C	IMED2149670684	3-[(2-hydroxy-3,3-dimethylbutyl)amino]-4-methylpiperidin-2-one	228.336	0.508	3	3	3	61.36	0.917	16
CC1CCNC(=O)C1NCC(O)C(F)(F)F	IMED1994459046	4-methyl-3-[(3,3,3-trifluoro-2-hydroxypropyl)amino]piperidin-2-one	240.225	0.024	3	3	3	61.36	0.889	16
CC1CCCCC1NCCC(=O)NC(N)=O	IMED200015809	{3-[(2-methylcyclohexyl)amino]propanoyl}urea	227.308	0.74	3	3	4	84.22	0.818	16
CC1CC(CNCC2=CN(C)N=N2)CCO1	IMED1575930366	[(1-methyl-1H-1,2,3-triazol-4-yl)methyl][(2-methyloxan-4-yl)methyl]amine	224.308	0.72	5	1	4	51.97	0.818	16
CC1CCNC(=O)C1NC1=NC(C)=NC=C1	IMED1994257477	4-methyl-3-[(2-methylpyrimidin-4-yl)amino]piperidin-2-one	220.276	0.722	4	2	2	66.91	0.545	16
CC1CCCC(C)C1NCC1=NN=NN1C	IMED1666112243	2,6-dimethyl-N-[(1-methyl-1H-1,2,3,4-tetrazol-5-yl)methyl]cyclohexan-1-amine	223.324	1.124	5	1	3	55.63	0.909	16
CC1(C)CN(CCN1)C(=O)CCCC(N)=O	IMED1906502340	5-(3,3-dimethylpiperazin-1-yl)-5-oxopentanamide	227.308	-0.148	3	2	4	75.43	0.818	16
CC1CCCC1NC1=NOC(=N1)C(C)(C)C	IMED1675337114	5-tert-butyl-N-(2-methylcyclopentyl)-1,2,4-oxadiazol-3-amine	223.32	2.968	4	1	2	50.95	0.833	16
CC1CCCC1NC1=NC=C(S1)S(N)(=O)=O	IMED1130003471	2-[(2-methylcyclopentyl)amino]-1,3-thiazole-5-sulfonamide	261.372	1.391	5	2	3	85.08	0.667	16
CC1CCCC(C)C1NCC(=O)NCC#N	IMED1666113704	N-(cyanomethyl)-2-[(2,6-dimethylcyclohexyl)amino]acetamide	223.32	1.04	3	2	4	64.92	0.833	16
CC(O)CNC1=C2CCCCC2=NC(C)=N1	IMED1642069756	1-[(2-methyl-5,6,7,8-tetrahydroquinazolin-4-yl)amino]propan-2-ol	221.304	1.457	4	2	3	58.04	0.667	16
CC1CCNC(=O)C1NC1=NC(C)=CC=N1	IMED1994254581	4-methyl-3-[(4-methylpyrimidin-2-yl)amino]piperidin-2-one	220.276	0.722	4	2	2	66.91	0.545	16
CC1CCCC1NCCN1C(=O)CNC1=O	IMED1747612679	3-{2-[(2-methylcyclopentyl)amino]ethyl}imidazolidine-2,4-dione	225.292	0.316	3	2	4	61.44	0.818	16
CC1(CNC2=NC=CN=C2)CCCCC1O	IMED1333274354	2-methyl-2-{[(pyrazin-2-yl)amino]methyl}cyclohexan-1-ol	221.304	1.83	4	2	3	58.04	0.667	16
CC1CCNC(=O)C1NC1=C(Br)C=NC=N1	IMED1994256433	3-[(5-bromopyrimidin-4-yl)amino]-4-methylpiperidin-2-one	285.145	1.176	4	2	2	66.91	0.5	16
CC1(C)CCCC1NCCC(=O)NC(N)=O	IMED1683068254	{3-[(2,2-dimethylcyclopentyl)amino]propanoyl}urea	227.308	0.74	3	3	4	84.22	0.818	16
CC1(CNC2=NN=C(O2)C2CC2)CCCC1	IMED1883313487	5-cyclopropyl-N-[(1-methylcyclopentyl)methyl]-1,3,4-oxadiazol-2-amine	221.304	2.939	4	1	4	50.95	0.833	16
CC1(CNC2=NN=C(O2)C2CC2)CCCO1	IMED1883362891	5-cyclopropyl-N-[(2-methyloxolan-2-yl)methyl]-1,3,4-oxadiazol-2-amine	223.276	1.928	5	1	4	60.18	0.818	16
CC1CCNC(=O)C1NCCC1CCCO1	IMED1994448843	4-methyl-3-{[2-(oxolan-2-yl)ethyl]amino}piperidin-2-one	226.32	0.67	3	2	4	50.36	0.917	16
CC1(CNC2=NN=C(O2)C2CC2)CCOC1	IMED1883321820	5-cyclopropyl-N-[(3-methyloxolan-3-yl)methyl]-1,3,4-oxadiazol-2-amine	223.276	1.785	5	1	4	60.18	0.818	16
CC1CCCC1NCC1=NC(=NO1)C1CC1	IMED1396655580	N-[(3-cyclopropyl-1,2,4-oxadiazol-5-yl)methyl]-2-methylcyclopentan-1-amine	221.304	2.225	4	1	4	50.95	0.833	16
CC1CCCC1NCC1=NC(=NO1)N(C)C	IMED1832186098	N,N-dimethyl-5-{[(2-methylcyclopentyl)amino]methyl}-1,2,4-oxadiazol-3-amine	224.308	1.414	5	1	4	54.19	0.818	16
CC1CCCC1NCC1=NOC(=N1)C1CC1	IMED2002510802	N-[(5-cyclopropyl-1,2,4-oxadiazol-3-yl)methyl]-2-methylcyclopentan-1-amine	221.304	2.225	4	1	4	50.95	0.833	16
CC1CCNC(=O)C1NC1=NC=C(F)C=N1	IMED1994256211	3-[(5-fluoropyrimidin-2-yl)amino]-4-methylpiperidin-2-one	224.239	0.552	4	2	2	66.91	0.5	16
CC1CCNC(=O)C1NCCC(=O)N(C)C	IMED1994445927	N,N-dimethyl-3-[(4-methyl-2-oxopiperidin-3-yl)amino]propanamide	227.308	-0.421	3	2	4	61.44	0.818	16
CC(NCC1=NN(C)N=N1)C1CCCOC1	IMED1905073291	[(2-methyl-2H-1,2,3,4-tetrazol-5-yl)methyl][1-(oxan-3-yl)ethyl]amine	225.296	0.115	6	1	4	64.86	0.9	16
CC1CCC(NCC2=NN=NN2C)C(C)C1	IMED1732009498	2,4-dimethyl-N-[(1-methyl-1H-1,2,3,4-tetrazol-5-yl)methyl]cyclohexan-1-amine	223.324	1.124	5	1	3	55.63	0.909	16
CC(NCC1=NN(C)C=N1)C1CCOCC1	IMED1583306249	[(1-methyl-1H-1,2,4-triazol-3-yl)methyl][1-(oxan-4-yl)ethyl]amine	224.308	0.72	5	1	4	51.97	0.818	16
CC(NCC1=NN(C)C=N1)C1CCCOC1	IMED1630952434	[(1-methyl-1H-1,2,4-triazol-3-yl)methyl][1-(oxan-3-yl)ethyl]amine	224.308	0.72	5	1	4	51.97	0.818	16
CC1OCCC1NCC1(CCC1)S(C)(=O)=O	IMED1951318790	N-[(1-methanesulfonylcyclobutyl)methyl]-2-methyloxolan-3-amine	247.36	0.721	4	1	4	55.4	1.0	16
CC(NCC1=NN(C)C(=O)N1)C1CCCC1	IMED1667938339	3-{[(1-cyclopentylethyl)amino]methyl}-1-methyl-4,5-dihydro-1H-1,2,4-triazol-5-one	224.308	0.777	4	2	4	62.71	0.818	16
CC1OCCC1NCCNS(=O)(=O)N(C)C	IMED2193930742	N-{2-[(dimethylsulfamoyl)amino]ethyl}-2-methyloxolan-3-amine	251.352	-0.851	4	2	6	70.67	1.0	16
CC1OCCC1NC1=C(Cl)C=C(C=N1)C#N	IMED1547012920	5-chloro-6-[(2-methyloxolan-3-yl)amino]pyridine-3-carbonitrile	237.69	2.196	4	1	2	57.94	0.455	16
CC1OCCC1NC1=NC=C(S1)S(N)(=O)=O	IMED1547014350	2-[(2-methyloxolan-3-yl)amino]-1,3-thiazole-5-sulfonamide	263.344	0.38	6	2	3	94.31	0.625	16
